fits_name,file_path,label,feature_Hα,feature_Hβ,feature_CaIIK,feature_CaIIH
spec-55863-GAC_105N29_B1_sp06-041.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp06-041.fits.gz,F,0.0,4864.072056914614,3933.688806732022,3968.2589095091184
spec-55862-B6212_sp02-154.fits,B6212/spec-55862-B6212_sp02-154.fits.gz,K,0.0,0.0,0.0,0.0
spec-55863-M31_011N40_M1_sp02-034.fits,M31_011N40_M1/spec-55863-M31_011N40_M1_sp02-034.fits.gz,M,6562.9636672922,4861.832584649837,3933.688806732022,3969.1727400947307
spec-55863-GAC_105N29_B1_sp05-242.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp05-242.fits.gz,F,0.0,4864.072056914614,3935.5007545577764,3970.0867811218423
spec-55863-GAC_105N29_B1_sp08-055.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp08-055.fits.gz,K,0.0,0.0,3930.972449074674,3967.345289316547
spec-55862-B6202_sp02-017.fits,B6202/spec-55862-B6202_sp02-017.fits.gz,G,0.0,0.0,0.0,0.0
spec-55863-GAC_105N29_B1_sp02-020.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp02-020.fits.gz,G,6562.9636672922,4878.653791974776,3933.688806732022,3966.431879468582
spec-55862-B6212_sp02-118.fits,B6212/spec-55862-B6212_sp02-118.fits.gz,G,0.0,0.0,3936.4070414309936,3970.0867811218423
spec-55863-GAC_105N29_B1_sp11-123.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp11-123.fits.gz,G,0.0,4864.072056914614,3935.5007545577764,3972.830167336813
spec-55863-GAC_105N29_B1_sp06-033.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp06-033.fits.gz,F,0.0,4855.120352422797,3933.688806732022,3969.1727400947307
spec-55863-GAC_105N29_B1_sp11-194.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp11-194.fits.gz,A,6559.942006647443,4862.952191867843,3932.7831456834174,3971.001032638907
spec-55863-GAC_105N29_B1_sp03-023.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp03-023.fits.gz,A,0.0,0.0,3934.5946763407965,3970.0867811218423
spec-55863-GAC_105N29_B1_sp14-105.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp14-105.fits.gz,K,0.0,4858.475309374926,3930.972449074674,3967.345289316547
spec-55863-GAC_105N29_B1_sp14-245.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp14-245.fits.gz,N,0.0,4862.952191867843,3935.5007545577764,3968.2589095091184
spec-55863-GAC_105N29_B1_sp14-021.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp14-021.fits.gz,G,0.0,0.0,0.0,0.0
spec-55863-GAC_105N29_B1_sp15-203.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp15-203.fits.gz,G,0.0,0.0,3939.1271544686583,3967.345289316547
spec-55863-GAC_105N29_B1_sp06-224.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp06-224.fits.gz,F,0.0,4862.952191867843,3932.7831456834174,3970.0867811218423
spec-55863-M31_011N40_B1_sp02-038.fits,M31_011N40_B1/spec-55863-M31_011N40_B1_sp02-038.fits.gz,G,0.0,0.0,3932.7831456834174,3968.2589095091184
spec-55863-GAC_105N29_B1_sp11-090.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp11-090.fits.gz,M,0.0,0.0,3929.1625861305615,3965.518679916798
spec-55862-B6202_sp01-180.fits,B6202/spec-55862-B6202_sp01-180.fits.gz,G,0.0,0.0,3934.5946763407965,0.0
spec-55863-M31_011N40_M1_sp01-179.fits,M31_011N40_M1/spec-55863-M31_011N40_M1_sp01-179.fits.gz,M,0.0,4854.002548344871,3932.7831456834174,3966.431879468582
spec-55863-M31_011N40_B1_sp02-094.fits,M31_011N40_B1/spec-55863-M31_011N40_B1_sp02-094.fits.gz,G,0.0,0.0,3933.688806732022,3969.1727400947307
spec-55863-M31_011N40_M1_sp02-207.fits,M31_011N40_M1/spec-55863-M31_011N40_M1_sp02-207.fits.gz,K,0.0,0.0,3935.5007545577764,3963.6929115081043
spec-55862-B6202_sp01-178.fits,B6202/spec-55862-B6202_sp01-178.fits.gz,K,0.0,0.0,3921.0285091946057,3957.3093392936153
spec-55863-GAC_105N29_B1_sp07-175.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp07-175.fits.gz,F,0.0,4861.832584649837,3932.7831456834174,3967.345289316547
spec-55863-GAC_105N29_B1_sp05-072.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp05-072.fits.gz,K,0.0,0.0,3914.713648482055,3954.5766707846387
spec-55862-B6210_sp01-229.fits,B6210/spec-55862-B6210_sp01-229.fits.gz,F,0.0,4861.832584649837,3934.5946763407965,3969.1727400947307
spec-55863-GAC_105N29_B1_sp16-224.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp16-224.fits.gz,K,0.0,0.0,3932.7831456834174,3961.8679837032632
spec-55863-GAC_105N29_B1_sp10-113.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp10-113.fits.gz,K,0.0,4862.952191867843,3932.7831456834174,3971.915494694405
spec-55863-GAC_105N29_B1_sp06-042.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp06-042.fits.gz,F,0.0,4862.952191867843,3933.688806732022,3969.1727400947307
spec-55862-B6202_sp01-119.fits,B6202/spec-55862-B6202_sp01-119.fits.gz,K,0.0,0.0,0.0,3965.518679916798
spec-55863-GAC_105N29_B1_sp07-036.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp07-036.fits.gz,K,6559.942006647443,4866.312560731992,3935.5007545577764,3967.345289316547
spec-55863-GAC_105N29_B1_sp12-140.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp12-140.fits.gz,F,0.0,4861.832584649837,3936.4070414309936,3969.1727400947307
spec-55863-GAC_105N29_B1_sp07-186.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp07-186.fits.gz,G,6562.9636672922,4859.594143462719,3935.5007545577764,3966.431879468582
spec-55863-GAC_105N29_B1_sp15-041.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp15-041.fits.gz,K,0.0,4861.832584649837,3940.0342764474544,3969.1727400947307
spec-55863-GAC_105N29_B1_sp15-050.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp15-050.fits.gz,F,0.0,4862.952191867843,3934.5946763407965,3969.1727400947307
spec-55862-B6202_sp01-132.fits,B6202/spec-55862-B6202_sp01-132.fits.gz,G,0.0,0.0,0.0,3965.518679916798
spec-55863-GAC_105N29_B1_sp16-070.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp16-070.fits.gz,F,0.0,0.0,3934.5946763407965,3967.345289316547
spec-55863-GAC_105N29_B1_sp10-197.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp10-197.fits.gz,G,0.0,4862.952191867843,3934.5946763407965,3969.1727400947307
spec-55862-B6212_sp01-122.fits,B6212/spec-55862-B6212_sp01-122.fits.gz,A,0.0,4861.832584649837,3935.5007545577764,3971.915494694405
spec-55863-GAC_105N29_B1_sp09-061.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp09-061.fits.gz,M,0.0,4866.312560731992,3931.8776931469724,3967.345289316547
spec-55863-M31_011N40_M1_sp02-201.fits,M31_011N40_M1/spec-55863-M31_011N40_M1_sp02-201.fits.gz,G,6562.9636672922,4861.832584649837,3930.067413418534,3966.431879468582
spec-55863-GAC_105N29_B1_sp16-178.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp16-178.fits.gz,K,0.0,0.0,3929.1625861305615,3965.518679916798
spec-55863-GAC_105N29_B1_sp13-186.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp13-186.fits.gz,F,0.0,4862.952191867843,3930.067413418534,3971.001032638907
spec-55862-B6202_sp01-036.fits,B6202/spec-55862-B6202_sp01-036.fits.gz,G,0.0,0.0,3934.5946763407965,3969.1727400947307
spec-55863-GAC_105N29_B1_sp06-162.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp06-162.fits.gz,K,0.0,0.0,3935.5007545577764,3969.1727400947307
spec-55863-GAC_105N29_B1_sp10-150.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp10-150.fits.gz,N,0.0,4860.713235201249,3930.972449074674,3970.0867811218423
spec-55862-B6202_sp01-181.fits,B6202/spec-55862-B6202_sp01-181.fits.gz,K,0.0,4861.832584649837,3931.8776931469724,3971.001032638907
spec-55863-GAC_105N29_B1_sp15-133.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp15-133.fits.gz,F,0.0,4862.952191867843,3934.5946763407965,3970.0867811218423
spec-55862-B6210_sp01-207.fits,B6210/spec-55862-B6210_sp01-207.fits.gz,F,0.0,4864.072056914614,3937.313537008506,3969.1727400947307
spec-55862-B6210_sp01-042.fits,B6210/spec-55862-B6210_sp01-042.fits.gz,F,6559.942006647443,4862.952191867843,3933.688806732022,3968.2589095091184
spec-55863-M31_011N40_B1_sp02-044.fits,M31_011N40_B1/spec-55863-M31_011N40_B1_sp02-044.fits.gz,F,0.0,0.0,3934.5946763407965,3967.345289316547
spec-55863-GAC_105N29_B1_sp14-022.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp14-022.fits.gz,K,0.0,0.0,3923.737995448608,3956.398240042518
spec-55863-GAC_105N29_B1_sp08-011.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp08-011.fits.gz,G,0.0,0.0,3930.972449074674,3970.0867811218423
spec-55863-GAC_105N29_B1_sp03-186.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp03-186.fits.gz,G,0.0,0.0,0.0,0.0
spec-55863-GAC_105N29_B1_sp10-136.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp10-136.fits.gz,G,6567.49876817207,0.0,3937.313537008506,3970.0867811218423
spec-55863-GAC_105N29_B1_sp05-056.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp05-056.fits.gz,G,0.0,4862.952191867843,3932.7831456834174,3968.2589095091184
spec-55863-GAC_105N29_B1_sp13-088.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp13-088.fits.gz,K,0.0,0.0,3932.7831456834174,3965.518679916798
spec-55863-GAC_105N29_B1_sp01-167.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp01-167.fits.gz,G,6562.9636672922,0.0,3932.7831456834174,3969.1727400947307
spec-55863-GAC_105N29_B1_sp13-190.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp13-190.fits.gz,K,0.0,0.0,3930.067413418534,3963.6929115081043
spec-55863-GAC_105N29_B1_sp11-045.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp11-045.fits.gz,K,6558.43169806728,4861.832584649837,3934.5946763407965,3964.605690612772
spec-55863-GAC_105N29_B1_sp15-226.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp15-226.fits.gz,K,0.0,4867.433199621377,0.0,0.0
spec-55862-B6210_sp02-023.fits,B6210/spec-55862-B6210_sp02-023.fits.gz,M,0.0,4835.039205916214,3935.5007545577764,3967.345289316547
spec-55863-GAC_105N29_B1_sp02-080.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp02-080.fits.gz,G,0.0,0.0,3929.1625861305615,3969.1727400947307
spec-55862-B6210_sp01-052.fits,B6210/spec-55862-B6210_sp01-052.fits.gz,G,0.0,0.0,3934.5946763407965,3969.1727400947307
spec-55863-GAC_105N29_B1_sp06-060.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp06-060.fits.gz,G,0.0,0.0,3935.5007545577764,0.0
spec-55862-B6202_sp01-105.fits,B6202/spec-55862-B6202_sp01-105.fits.gz,F,0.0,0.0,3933.688806732022,3969.1727400947307
spec-55862-B6212_sp02-088.fits,B6212/spec-55862-B6212_sp02-088.fits.gz,K,0.0,0.0,0.0,0.0
spec-55863-GAC_105N29_B1_sp10-026.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp10-026.fits.gz,K,0.0,0.0,3934.5946763407965,3960.955834906334
spec-55863-GAC_105N29_B1_sp15-183.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp15-183.fits.gz,G,0.0,0.0,3934.5946763407965,0.0
spec-55863-M31_011N40_M1_sp02-081.fits,M31_011N40_M1/spec-55863-M31_011N40_M1_sp02-081.fits.gz,M,6553.9028583347745,4860.713235201249,3931.8776931469724,3968.2589095091184
spec-55863-GAC_105N29_B1_sp13-126.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp13-126.fits.gz,G,0.0,0.0,3930.067413418534,3963.6929115081043
spec-55863-GAC_105N29_B1_sp13-006.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp13-006.fits.gz,K,0.0,4856.238413914264,3931.8776931469724,3967.345289316547
spec-55862-B6202_sp01-040.fits,B6202/spec-55862-B6202_sp01-040.fits.gz,K,0.0,0.0,0.0,0.0
spec-55863-GAC_105N29_B1_sp10-171.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp10-171.fits.gz,G,0.0,0.0,0.0,0.0
spec-55863-GAC_105N29_B1_sp02-166.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp02-166.fits.gz,F,6559.942006647443,4861.832584649837,3934.5946763407965,3970.0867811218423
spec-55863-GAC_105N29_B1_sp14-124.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp14-124.fits.gz,F,0.0,4862.952191867843,3932.7831456834174,3971.001032638907
spec-55863-GAC_105N29_B1_sp13-152.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp13-152.fits.gz,C,0.0,0.0,3918.3208939411097,3963.6929115081043
spec-55863-GAC_105N29_B1_sp05-212.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp05-212.fits.gz,G,0.0,0.0,3932.7831456834174,3964.605690612772
spec-55863-M31_011N40_B1_sp01-053.fits,M31_011N40_B1/spec-55863-M31_011N40_B1_sp01-053.fits.gz,G,0.0,0.0,0.0,3969.1727400947307
spec-55863-GAC_105N29_B1_sp05-032.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp05-032.fits.gz,G,0.0,0.0,3931.8776931469724,3967.345289316547
spec-55863-M31_011N40_M1_sp02-119.fits,M31_011N40_M1/spec-55863-M31_011N40_M1_sp02-119.fits.gz,N,6552.393940159816,4861.832584649837,3932.7831456834174,3966.431879468582
spec-55863-GAC_105N29_B1_sp08-240.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp08-240.fits.gz,F,0.0,4862.952191867843,3935.5007545577764,3970.0867811218423
spec-55862-B6212_sp01-175.fits,B6212/spec-55862-B6212_sp01-175.fits.gz,G,0.0,0.0,0.0,0.0
spec-55862-B6210_sp01-172.fits,B6210/spec-55862-B6210_sp01-172.fits.gz,K,0.0,0.0,0.0,0.0
spec-55863-GAC_105N29_B1_sp11-112.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp11-112.fits.gz,G,0.0,0.0,0.0,0.0
spec-55863-GAC_105N29_B1_sp16-041.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp16-041.fits.gz,G,6561.452663029057,4857.356732878539,3931.8776931469724,3970.0867811218423
spec-55863-GAC_105N29_B1_sp01-036.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp01-036.fits.gz,A,6567.49876817207,4865.192179849536,3932.7831456834174,3968.2589095091184
spec-55863-GAC_105N29_B1_sp02-093.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp02-093.fits.gz,F,0.0,0.0,3934.5946763407965,3971.001032638907
spec-55863-GAC_105N29_B1_sp15-028.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp15-028.fits.gz,K,0.0,0.0,3942.7568959559076,3972.830167336813
spec-55863-GAC_105N29_B1_sp14-061.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp14-061.fits.gz,F,0.0,4862.952191867843,3935.5007545577764,3971.001032638907
spec-55863-GAC_105N29_B1_sp11-162.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp11-162.fits.gz,M,6569.011164762662,4865.192179849536,3933.688806732022,3970.0867811218423
spec-55863-GAC_105N29_B1_sp14-094.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp14-094.fits.gz,F,0.0,4862.952191867843,3935.5007545577764,3971.001032638907
spec-55862-B6212_sp01-094.fits,B6212/spec-55862-B6212_sp01-094.fits.gz,A,0.0,4862.952191867843,3934.5946763407965,3970.0867811218423
spec-55863-GAC_105N29_B1_sp15-148.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp15-148.fits.gz,K,0.0,0.0,0.0,0.0
spec-55862-B6210_sp01-163.fits,B6210/spec-55862-B6210_sp01-163.fits.gz,G,0.0,0.0,0.0,0.0
spec-55863-GAC_105N29_B1_sp06-206.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp06-206.fits.gz,G,0.0,4864.072056914614,3936.4070414309936,3967.345289316547
spec-55863-GAC_105N29_B1_sp05-027.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp05-027.fits.gz,F,0.0,4862.952191867843,3935.5007545577764,3971.001032638907
spec-55862-B6210_sp01-015.fits,B6210/spec-55862-B6210_sp01-015.fits.gz,G,0.0,4861.832584649837,0.0,3967.345289316547
spec-55863-GAC_105N29_B1_sp15-088.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp15-088.fits.gz,F,0.0,0.0,3934.5946763407965,3969.1727400947307
spec-55863-GAC_105N29_B1_sp02-243.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp02-243.fits.gz,F,0.0,4862.952191867843,3935.5007545577764,3970.0867811218423
spec-55863-GAC_105N29_B1_sp13-160.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp13-160.fits.gz,N,0.0,4861.832584649837,3931.8776931469724,3971.001032638907
spec-55862-B6202_sp01-115.fits,B6202/spec-55862-B6202_sp01-115.fits.gz,K,0.0,0.0,3920.125762951651,3965.518679916798
spec-55863-GAC_105N29_B1_sp03-199.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp03-199.fits.gz,F,0.0,4862.952191867843,3934.5946763407965,3968.2589095091184
spec-55863-GAC_105N29_B1_sp08-045.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp08-045.fits.gz,G,0.0,0.0,3932.7831456834174,3971.001032638907
spec-55862-B6202_sp02-047.fits,B6202/spec-55862-B6202_sp02-047.fits.gz,G,0.0,0.0,3931.8776931469724,0.0
spec-55863-GAC_105N29_B1_sp16-011.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp16-011.fits.gz,F,0.0,0.0,3932.7831456834174,3969.1727400947307
spec-55863-GAC_105N29_B1_sp15-240.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp15-240.fits.gz,G,0.0,0.0,3934.5946763407965,0.0
spec-55863-GAC_105N29_B1_sp12-102.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp12-102.fits.gz,G,0.0,4873.040266252349,3930.067413418534,3969.1727400947307
spec-55863-GAC_105N29_B1_sp08-105.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp08-105.fits.gz,G,6565.9867197835665,0.0,3933.688806732022,3970.0867811218423
spec-55863-GAC_105N29_B1_sp12-088.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp12-088.fits.gz,K,6561.452663029057,0.0,3930.972449074674,3970.0867811218423
spec-55862-B6212_sp01-101.fits,B6212/spec-55862-B6212_sp01-101.fits.gz,G,0.0,0.0,0.0,0.0
spec-55863-GAC_105N29_B1_sp09-105.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp09-105.fits.gz,G,0.0,0.0,3935.5007545577764,0.0
spec-55863-GAC_105N29_B1_sp10-009.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp10-009.fits.gz,M,6550.885369386104,4869.675251658631,3929.1625861305615,3967.345289316547
spec-55863-GAC_105N29_B1_sp03-196.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp03-196.fits.gz,K,0.0,0.0,3932.7831456834174,3971.915494694405
spec-55862-B6202_sp01-095.fits,B6202/spec-55862-B6202_sp01-095.fits.gz,G,0.0,0.0,0.0,3962.7803425543934
spec-55863-GAC_105N29_B1_sp12-236.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp12-236.fits.gz,M,6547.869269722528,4862.952191867843,3935.5007545577764,3965.518679916798
spec-55863-GAC_105N29_B1_sp12-195.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp12-195.fits.gz,F,0.0,4862.952191867843,3935.5007545577764,3971.915494694405
spec-55863-GAC_105N29_B1_sp15-100.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp15-100.fits.gz,G,0.0,0.0,0.0,0.0
spec-55862-B6210_sp01-179.fits,B6210/spec-55862-B6210_sp01-179.fits.gz,F,6561.452663029057,4862.952191867843,3935.5007545577764,3969.1727400947307
spec-55863-GAC_105N29_B1_sp14-147.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp14-147.fits.gz,G,0.0,0.0,0.0,0.0
spec-55863-GAC_105N29_B1_sp02-103.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp02-103.fits.gz,G,0.0,4862.952191867843,3934.5946763407965,3966.431879468582
spec-55863-GAC_105N29_B1_sp13-166.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp13-166.fits.gz,G,0.0,0.0,3937.313537008506,3971.001032638907
spec-55863-GAC_105N29_B1_sp02-086.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp02-086.fits.gz,G,0.0,4861.832584649837,3934.5946763407965,3966.431879468582
spec-55862-B6202_sp01-202.fits,B6202/spec-55862-B6202_sp01-202.fits.gz,G,0.0,0.0,3934.5946763407965,3969.1727400947307
spec-55863-GAC_105N29_B1_sp01-213.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp01-213.fits.gz,G,0.0,0.0,3934.5946763407965,3969.1727400947307
spec-55863-GAC_105N29_B1_sp15-234.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp15-234.fits.gz,A,0.0,0.0,3934.5946763407965,3970.0867811218423
spec-55863-GAC_105N29_B1_sp15-084.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp15-084.fits.gz,K,0.0,4836.152643020435,3933.688806732022,3968.2589095091184
spec-55863-GAC_105N29_B1_sp15-032.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp15-032.fits.gz,K,0.0,0.0,0.0,0.0
spec-55863-GAC_105N29_B1_sp02-101.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp02-101.fits.gz,M,0.0,4848.4173870844625,3933.688806732022,3969.1727400947307
spec-55863-GAC_105N29_B1_sp03-113.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp03-113.fits.gz,M,0.0,0.0,0.0,0.0
spec-55863-GAC_105N29_B1_sp05-214.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp05-214.fits.gz,K,0.0,4861.832584649837,3932.7831456834174,3969.1727400947307
spec-55863-GAC_105N29_B1_sp06-088.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp06-088.fits.gz,K,0.0,4866.312560731992,3933.688806732022,3970.0867811218423
spec-55863-GAC_105N29_B1_sp08-155.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp08-155.fits.gz,F,0.0,0.0,3935.5007545577764,3971.001032638907
spec-55863-GAC_105N29_B1_sp12-178.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp12-178.fits.gz,F,6565.9867197835665,4859.594143462719,3935.5007545577764,3966.431879468582
spec-55862-B6212_sp01-107.fits,B6212/spec-55862-B6212_sp01-107.fits.gz,A,0.0,4862.952191867843,3934.5946763407965,3971.001032638907
spec-55863-GAC_105N29_B1_sp06-217.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp06-217.fits.gz,G,0.0,0.0,3936.4070414309936,3967.345289316547
spec-55863-GAC_105N29_B1_sp16-026.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp16-026.fits.gz,K,6575.064234749979,4860.713235201249,3932.7831456834174,3969.1727400947307
spec-55863-GAC_105N29_B1_sp08-108.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp08-108.fits.gz,G,0.0,0.0,3935.5007545577764,0.0
spec-55862-B6212_sp02-052.fits,B6212/spec-55862-B6212_sp02-052.fits.gz,G,0.0,0.0,3931.8776931469724,3971.001032638907
spec-55863-GAC_105N29_B1_sp07-196.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp07-196.fits.gz,F,6562.9636672922,4862.952191867843,3935.5007545577764,3970.0867811218423
spec-55863-GAC_105N29_B1_sp12-010.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp12-010.fits.gz,K,0.0,0.0,3930.972449074674,3969.1727400947307
spec-55863-GAC_105N29_B1_sp13-169.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp13-169.fits.gz,K,0.0,4851.7677121925735,3930.067413418534,3971.001032638907
spec-55863-GAC_105N29_B1_sp12-061.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp12-061.fits.gz,N,6559.942006647443,4859.594143462719,3933.688806732022,3969.1727400947307
spec-55862-B6212_sp02-091.fits,B6212/spec-55862-B6212_sp02-091.fits.gz,A,0.0,4865.192179849536,3934.5946763407965,3969.1727400947307
spec-55863-GAC_105N29_B1_sp07-237.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp07-237.fits.gz,K,6562.9636672922,4862.952191867843,3932.7831456834174,3966.431879468582
spec-55863-GAC_105N29_B1_sp11-084.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp11-084.fits.gz,M,0.0,0.0,3935.5007545577764,3970.0867811218423
spec-55863-GAC_105N29_B1_sp07-047.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp07-047.fits.gz,A,0.0,4862.952191867843,3936.4070414309936,3971.001032638907
spec-55863-GAC_105N29_B1_sp01-109.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp01-109.fits.gz,K,0.0,0.0,3934.5946763407965,3969.1727400947307
spec-55863-GAC_105N29_B1_sp01-093.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp01-093.fits.gz,K,0.0,4862.952191867843,3933.688806732022,3970.0867811218423
spec-55863-GAC_105N29_B1_sp13-022.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp13-022.fits.gz,F,0.0,4862.952191867843,3932.7831456834174,3964.605690612772
spec-55863-GAC_105N29_B1_sp15-036.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp15-036.fits.gz,M,0.0,0.0,3931.8776931469724,3966.431879468582
spec-55862-B6212_sp01-079.fits,B6212/spec-55862-B6212_sp01-079.fits.gz,F,0.0,0.0,3934.5946763407965,3971.001032638907
spec-55863-GAC_105N29_B1_sp05-097.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp05-097.fits.gz,G,0.0,4864.072056914614,3932.7831456834174,3967.345289316547
spec-55863-GAC_105N29_B1_sp08-012.fits,GAC_105N29_B1/spec-55863-GAC_105N29_B1_sp08-012.fits.gz,K,0.0,4843.953885478403,3931.8776931469724,3967.345289316547
